record_id,district,place_name,latitude,longitude,elevation_m,distance_to_river_m,landcover,soil_type,water_supply,electricity,road_quality,population_density_per_km2,built_up_percent,urban_rural,rainfall_7d_mm,monthly_rainfall_mm,drainage_index,ndvi,ndwi,water_presence_flag,historical_flood_count,infrastructure_score,nearest_hospital_km,nearest_evac_km,flood_risk_score,flood_occurrence_current_event,inundation_area_sqm,is_good_to_live,reason_not_good_to_live,is_synthetic,generation_date,distance_to_river_m_log1p,population_density_per_km2_log1p,rainfall_7d_mm_log1p,monthly_rainfall_mm_log1p,nearest_hospital_km_log1p,nearest_evac_km_log1p,elevation_m_yeojohnson,drainage_index_yeojohnson,ndvi_qmap,ndwi_qmap,built_up_percent_qmap,seasonal_index,terrain_roughness_index,socioeconomic_status_index,extreme_weather_index,generation_year,generation_month,generation_day,generation_dayofyear,generation_quarter,generation_date_missing,distance_to_river_m_invalid_flag,distance_to_river_m_clipped,rainfall_7d_mm_invalid_flag,rainfall_7d_mm_clipped,monthly_rainfall_mm_invalid_flag,monthly_rainfall_mm_clipped,built_up_percent_invalid_flag,built_up_percent_clipped,drainage_index_invalid_flag,drainage_index_clipped,ndvi_invalid_flag,ndvi_clipped,ndwi_invalid_flag,ndwi_clipped,elevation_m_invalid_flag,elevation_m_clipped
F107279,Matale,Udarakanda Central,8.94303,81.418301,1088.0,-360.86010025466305,Missing,Clay,Surface water,Mixed,Good (paved),89.0,8.8,Urban,57.0,199.4,0.619,0.314,-0.085,Unlikely,0.0,43.0,2.41,0.96,0.0871,No,9867,No,Poor infrastructure,True,2025-02-05,4.84053989342053,4.499809670330265,4.683975433727583,5.636825283256064,1.2267122912954256,0.6729444732424258,98.74808391978472,0.5352543925292786,0.5161322971115466,-0.4486922810995351,-0.7546642694731029,0.6280563877060262,0.7664473010804874,0.5934472984592131,0.7493692195212119,2025,2,5,36,1,0,1,0.0,0,57.0,0,199.4,0,8.8,0,0.619,0,0.314,0,-0.085,0,1088.0
F107280,Anuradhapura,Welipitiya Central,9.672272,80.603829,14.0,333.8,Plantation,Clay,Well,Missing,Fair,609.0,33.3,Rural,41.4,28.4,0.32,0.65,0.067,Unlikely,1.0,45.0,3.96,0.72,0.3044,No,2598,No,Poor infrastructure,True,2024-08-18,6.7107639457242545,6.413458957167357,4.528282209505093,4.696568825476639,1.601405740736836,0.5423242908253616,6.588098855770858,0.2948530067017607,1.710967638015768,0.1460475087974106,0.4935533950895456,-0.3873419867866802,1.2278045097173274,0.5303049578984025,0.5850914952472088,2024,8,18,231,3,0,0,333.8,0,41.4,0,28.4,0,33.3,0,0.32,0,0.65,0,0.067,0,14.0
F107281,Matara,Uduvila East,6.988741,80.137596,44.0,5119.6,Agriculture,Loamy,Municipal,Grid,Good (paved),508.0,24.0,Rural,18.5,90.8,0.557,0.14,0.231,Likely,0.0,53.0,0.88,4.53,0.6275,No,7497,No,Other,True,2025-09-02,8.631770694909207,6.2324480165505225,4.244191108045575,5.147323363204932,0.6312717768418579,1.7101878155342436,14.021119733383676,0.4876348462215241,-0.0980130612590777,0.7563483784755234,0.0363905226932068,-0.7538478990241709,0.9236688957682164,0.5035175950495113,0.692371795692785,2025,9,2,245,3,0,0,5119.6,0,18.5,0,90.8,0,24.0,0,0.557,0,0.14,0,0.231,0,44.0
F107282,Batticaloa,Udukanda,6.199238,80.671629,122.0,3200.7,Wetland,Loamy,Surface water,Grid,Good (paved),454.0,1.0,Rural,109.9,284.8,0.342,-0.322,0.234,Likely,1.0,81.0,0.57,0.25,0.1765,No,5622,Yes,Missing,True,2023-12-25,8.212866089311932,6.12029741895095,5.082021305602731,5.902552923002578,0.4510756193602167,0.2231435513142097,26.53291995754804,0.3135406750444414,-1.8397361502954648,0.7663914083131553,-5.199337582605575,-0.5056871792271831,1.0489509653215827,0.5984325999125913,0.7012768432174856,2023,12,25,359,4,0,0,3200.7,0,109.9,0,284.8,0,1.0,0,0.342,0,-0.322,0,0.234,0,122.0
F107283,Ratnapura,Polapitiya Central,8.825752,81.225425,59.0,757.2,Urban,Peaty,Municipal,Grid,Good (paved),647.0,9.1,Urban,67.6,358.8,0.429,0.013,-0.056,Unlikely,0.0,58.0,19.39,4.12,0.4203,No,2851,No,Other,True,2024-01-10,7.12656766463786,6.473890696352274,4.777436003592473,6.0867078405328705,3.015044584586364,1.6331544390514163,16.8885597934209,0.3857784419713762,-0.5806031682216727,-0.3414926558588935,-0.7331557124651853,0.0654440867067525,0.6815680854824075,0.6923666252530172,0.7450447457434558,2024,1,10,10,1,0,0,757.2,0,67.6,0,358.8,0,9.1,0,0.429,0,0.013,0,-0.056,0,59.0
F107285,Anuradhapura,Kudanuwara South,8.313683,81.156954,17.0,729.4,Urban,Sandy,Municipal,Grid,Poor (unpaved),172.0,57.3,Urban,61.9,322.6,0.921,0.027,-0.597,Unlikely,1.0,64.0,8.54,0.22,0.3504,Yes,6195,Yes,Missing,True,2025-08-23,7.103977892152239,5.153291594497779,4.728266707468558,6.000846823027848,2.255493485460195,0.1988508587451652,7.517596179989985,0.7535047828431175,-0.5206614945725153,-2.4294929572848,1.529558186142137,-0.5644228697602085,0.8284069388400558,0.5458624111543026,0.6624457915839093,2025,8,23,235,3,0,0,729.4,0,61.9,0,322.6,0,57.3,0,0.921,0,0.027,0,-0.597,0,17.0
F107286,Nuwara Eliya,Welipola,7.567315,81.143315,724.0,1890.5,Agriculture,Sandy,Municipal,Grid,Poor (unpaved),490.0,31.8,Rural,137.2,381.9,0.048,-0.068,-0.11,Unlikely,0.0,69.0,2.74,2.9,0.7256,Yes,6048,No,Other,True,2024-05-23,7.773972078172768,6.19644412779452,5.238563954946485,6.137879463588506,1.3190856114264409,1.3609765531356006,77.57436539642023,0.0473585510815183,-0.867741621929862,-0.5467003923959778,0.4211114873556373,0.8888212175791024,0.9225137648684764,0.4736163276855897,0.7193753868037016,2024,5,23,144,2,0,0,1890.5,0,137.2,0,381.9,0,31.8,0,0.048,0,-0.068,0,-0.11,0,724.0
F107288,Ampara,Ihalawatta East,6.444839,79.821189,22.0,2322.0,Wetland,Silty,Surface water,Grid,Fair,804.0,8.8,Rural,108.4,216.5,0.437,-0.175,0.397,Likely,2.0,70.0,35.92065807271217,5.64,0.7517,No,4124,No,High flood risk,True,2024-07-07,7.940725415652895,6.690842277418564,5.072666662986372,5.6959874085073405,3.6087712337637794,1.8931119634883424,8.933237928473972,0.3922934700057152,-1.2640663695358172,1.352622764219689,-0.7546642694731029,-0.0383430237323901,0.7613443042885099,0.4254705467023041,0.8471831014822425,2024,7,7,189,3,0,0,2322.0,0,108.4,0,216.5,0,8.8,0,0.437,0,-0.175,0,0.397,0,22.0
F107291,Kalutara,Udaragama North,7.851154,80.368386,110.0,3058.9,Urban,Sandy,Rainwater harvesting,Grid,Good (paved),754.0,1.0,Urban,170.9,83.5,0.27,0.301,-0.416,Unlikely,0.0,77.0,2.05,0.01,0.4482,Yes,6343,No,Other,True,2025-08-27,8.17365945107039,6.626717749249025,5.403124840690932,5.10394693862694,1.11514159061932,0.009950330853168,24.89516957185086,0.2517091864271056,0.4696030591824158,-1.7425357123660432,-5.199337582605575,-0.6226490393376019,0.5991363416790575,0.7398287122394847,0.8334798749130368,2025,8,27,239,3,0,0,3058.9,0,170.9,0,83.5,0,1.0,0,0.27,0,0.301,0,-0.416,0,110.0
F107293,Mannar,Panapola South,9.354054,80.556941,118.0,2064.2,Scrub,Silty,Tube-well,Grid,Good (paved),218.0,29.3,Rural,68.8,406.2,0.219,0.16,-0.038,Unlikely,0.0,72.0,2.83,4.6,0.514,Yes,4326,Yes,Other,True,2025-02-14,7.844475010720973,5.389071729816501,4.78748639347948,6.189024759756488,1.3428648031925547,1.7227665977411035,25.994750906728136,0.2066917151822757,-0.0238390631822514,-0.2652838681602035,0.3031680953288722,0.5029842558969568,0.6729382464068873,0.5130059553339928,0.7590130060664119,2025,2,14,45,1,0,0,2064.2,0,68.8,0,406.2,0,29.3,0,0.219,0,0.16,0,-0.038,0,118.0
F107295,Trincomalee,Kirinuwara East,7.950618,80.81792,30.0,4095.3,Urban,Silty,Tube-well,Grid,Good (paved),158.0,27.7,Urban,20.3,106.9,0.711,-0.148,-0.035,Unlikely,0.0,43.0,4.61,0.79,0.5397,No,2090,No,Poor infrastructure,True,2024-04-01,8.430043132168693,5.0689042022202315,4.269688471833213,5.2368172699320406,1.724550719534605,0.5822156198526637,10.9532447913811,0.6040356138939035,-1.1694006645176926,-0.2549019905594725,0.214919822566405,1.081857642075608,0.836659313794615,0.6583909076406187,0.4739348644832907,2024,4,1,92,2,0,0,4095.3,0,20.3,0,106.9,0,27.7,0,0.711,0,-0.148,0,-0.035,0,30.0
F107297,Gampaha,Kudamedura South,7.032688,81.006468,83.0,510.6,Agriculture,Clay,Tube-well,Grid,Fair,5477.7815242512825,52.7,Urban,204.3,172.6,0.107,-0.102,-0.258,Unlikely,0.0,19.0,9.04,3.16,0.4748,No,19652,No,High flood risk; Poor infrastructure,True,2024-08-03,6.905751022191636,8.608638005629544,5.543219897254728,5.5364305949608505,2.306577114263583,1.425515074273172,20.91166966261237,0.1039041994460079,-0.9896968352818816,-1.1210601441231978,1.3402004659340858,-0.7040335088009878,0.5109256888563347,0.4911554178879379,0.7689878868576592,2024,8,3,216,3,0,0,510.6,0,204.3,0,172.6,0,52.7,0,0.107,0,-0.102,0,-0.258,0,83.0
F107298,Gampaha,Udukanda Central,6.12615,80.218752,137.0,1240.5,Forest,Sandy,Municipal,Grid,Poor (unpaved),1109.0,61.4,Urban,49.4,239.1,0.602,0.149,0.148,Likely,0.0,42.0,17.15,0.14,0.5432,No,9758,Yes,Missing,True,2024-03-22,7.454660775385794,7.01211529430638,4.611145876784535,5.769166172834949,2.8986705607108596,0.1310282624064041,28.488838164223573,0.522302528503932,-0.0615126365524982,0.445919140442015,1.6879295255303743,0.8695184478748945,0.8110305792033602,0.5836965485490376,0.4723908289389472,2024,3,22,82,1,0,0,1240.5,0,49.4,0,239.1,0,61.4,0,0.602,0,0.149,0,0.148,0,137.0
F107299,Anuradhapura,Welithota Central,7.054694,81.714222,60.0,1782.0,Urban,Silty,Surface water,Mixed,Good (paved),754.0,26.9,Urban,75.2,33.1,0.546,-0.086,0.239,Likely,0.0,28.0,4.81,0.45,0.4985,Yes,4845,No,Poor infrastructure,True,2025-08-08,7.727269767077182,6.626717749249025,4.8394464032616415,4.738569065884209,1.75958057086382,0.371563556432483,17.068347409584334,0.4790738173341802,-0.9261763243026124,0.783329858958644,0.1803766849109751,-0.5453291420915448,0.744297329965683,0.6696426554182656,0.5804224989337717,2025,8,8,220,3,0,0,1782.0,0,75.2,0,33.1,0,26.9,0,0.546,0,-0.086,0,0.239,0,60.0
F107300,Kandy,Welimulla West,9.656576,81.877214,1190.0,4827.4,Plantation,Clay,Municipal,Grid,Good (paved),1231.0,33.6,Urban,24.7,188.4,0.709,0.468,-0.132,Unlikely,0.0,79.0,1.7,6.43,0.4813,Yes,1191,No,Other,True,2025-08-18,8.578250237444493,7.116394144093465,4.329408226993079,5.596830214983754,0.9932517730102834,2.005525858729668,104.1195716150133,0.6025631236605566,1.0685216155658543,-0.6333171952445414,0.5092020438642008,-0.340712666544817,1.0849747329294115,0.7621973481688624,0.8511431550394617,2025,8,18,230,3,0,0,4827.4,0,24.7,0,188.4,0,33.6,0,0.709,0,0.468,0,-0.132,0,1190.0
F107301,Hambantota,Ihalapola East,8.930655,80.479928,99.0,952.7,Scrub,Peaty,Well,Mixed,Poor (unpaved),631.0,31.2,Rural,99.2,399.0,0.801,0.316,0.25,Likely,0.0,34.0,1.55,5.17,0.5233,Yes,15032,No,High flood risk; Poor infrastructure,True,2025-07-17,7.272466272482088,6.448889394146858,5.013294143457489,6.174141396980499,0.9360933591703348,1.8196988379172965,23.327491317803386,0.6693077682665761,0.5235370133423165,0.8249333882852439,0.3938474176356658,0.1240970063170677,0.7014843941632463,0.4118436396524808,0.5946886965530238,2025,7,17,198,3,0,0,952.7,0,99.2,0,399.0,0,31.2,0,0.801,0,0.316,0,0.25,0,99.0
F107302,Matara,Welithota East,6.604374,80.04384,31.0,5173.7,Agriculture,Peaty,Municipal,Grid,Poor (unpaved),269.0,27.4,Rural,74.5,360.9,0.64,-0.001,0.118,Likely,0.0,72.0,2.09,5.38,0.6178,Yes,4486,No,Other,True,2024-04-13,8.641373101223907,5.598421958998375,4.833893008864061,6.09146953217742,1.128171090909654,1.8531680973566984,11.189467840287938,0.5511470473834735,-0.6333171952445414,0.329547705774435,0.2008180598924124,1.0758196121990191,0.9691962677625344,0.5172066019060406,0.7402968222244682,2024,4,13,104,2,0,0,5173.7,0,74.5,0,360.9,0,27.4,0,0.64,0,-0.001,0,0.118,0,31.0
F107303,Polonnaruwa,Pahalathota,9.896346,79.752098,121.0,1643.2,Forest,Loamy,Well,Grid,No road access,542.0,34.8,Rural,41.0,10.5,0.495,0.406,0.305,Likely,0.0,35.0,17.25,2.55,0.7932,No,6355,No,Poor infrastructure; No road access,Missing,2024-08-16,7.664157853319479,6.297109319933935,4.523953168341012,4.518201400570621,2.9041650800285006,1.2669476034873244,26.399072631123467,0.4389203058204514,0.8409063506463135,1.0272467187906675,0.5672113899131166,-0.5197226434963597,1.3597586407940394,0.4767350951986395,0.5574396261397598,2024,8,16,229,3,0,0,1643.2,0,41.0,0,10.5,0,34.8,0,0.495,0,0.406,0,0.305,0,121.0
F107304,Kalutara,Welipola North,7.776669,80.007813,39.0,164.4,Urban,Peaty,Tube-well,Grid,Fair,232.0,15.4,Urban,38.2,317.9,0.138,0.247,-0.116,Unlikely,1.0,64.0,7.15,5.58,0.5613,No,4426,No,Other,True,2024-01-23,6.479734315018166,5.4510384535657,4.493113501900994,5.989138270867468,2.0980179272527715,1.884034745337226,12.978746656118291,0.1329264622927263,0.2900581235443881,-0.5731153914071754,-0.4060788237506921,0.0136646748371671,0.6188176342605837,0.6915673289093358,0.7449117583713768,2024,1,23,23,1,0,0,164.4,0,38.2,0,317.9,0,15.4,0,0.138,0,0.247,0,-0.116,0,39.0
F107306,Vavuniya,Udaranuwara Central,6.237905,81.803379,46.0,754.9,Plantation,Silty,Tube-well,Grid,Fair,376.0,17.4,Rural,72.5,64.9,0.447,-0.063,0.228,Likely,0.0,28.0,15.22,8.18,0.4186,Yes,8877,No,Poor infrastructure,True,2025-04-29,7.124717968375962,5.932245187448011,4.817854090099682,4.984089867784081,2.7862450486872667,2.217027204632399,14.4243744500841,0.4004082121621481,-0.8516751900941525,0.744694447710125,-0.3018547881702471,1.0383279175568982,0.7052104107734856,0.4703030839319209,0.6899742923606138,2025,4,29,119,2,0,0,754.9,0,72.5,0,64.9,0,17.4,0,0.447,0,-0.063,0,0.228,0,46.0
F107307,Mullaitivu,Nayanuwara South,8.856301,81.519044,2.0,330.4,Urban,Sandy,Tube-well,Grid,Good (paved),285.0,17.6,Urban,192.9,116.2,0.318,0.64,-0.681,Unlikely,1.0,83.0,34.54,8.6,0.313,No,3508,No,Other,True,2024-06-09,6.706615057120873,5.655991810819852,5.497575347675706,5.285083032690135,3.5706588227265055,2.26176309847379,1.538119530891402,0.2931453409723635,1.6798967846784123,-2.7322647916873817,-0.2913668425391681,0.5732605014444447,0.8352215169424358,0.7432531874362116,0.6803197689425751,2024,6,9,161,2,0,0,330.4,0,192.9,0,116.2,0,17.6,0,0.318,0,0.64,0,-0.681,0,2.0
F107308,Colombo,Pahalawatta,7.937393,80.008827,74.0,2044.4,Agriculture,Peaty,Well,Grid,Good (paved),1395.0,60.2,Urban,39.4,147.5,0.404,0.237,0.086,Unlikely,0.0,45.0,7.63,8.54,0.3704,Yes,3737,No,Other,True,2024-03-21,7.836684902660958,7.241366283322318,4.506447127873822,5.432282413156587,2.1552445050953364,2.255493485460195,19.467806216681904,0.365283749671533,0.2549019905594725,0.2110697649159573,1.6369340749145096,1.0533400161314677,0.696951546636152,0.6149036181718753,0.6742420129244938,2024,3,21,81,1,0,0,2044.4,0,39.4,0,147.5,0,60.2,0,0.404,0,0.237,0,0.086,0,74.0
F107309,Nuwara Eliya,Mahapola Central,6.933169,79.812975,1249.0,576.0,Plantation,Clay,Well,Grid,Fair,946.0,23.6,Rural,47.3,353.9,0.408,0.638,0.332,Likely,0.0,11.0,8.67,1.33,0.0471,No,7353,Yes,Missing,True,2025-08-12,6.969224485580834,6.853299093186078,4.590050031257406,6.075508250062105,2.269028309465203,0.8458682675776092,107.13876648331492,0.3685768171904811,1.6741857759106455,1.1283528411392545,0.0138006938317917,-0.452847821939078,0.7549987856589138,0.4512538706723947,0.8006977540001399,2025,8,12,224,3,0,0,576.0,0,47.3,0,353.9,0,23.6,0,0.408,0,0.638,0,0.332,0,1249.0
F107311,Kegalle,Kirikumbura West,6.668452,80.856343,111.0,700.6,Scrub,Loamy,Municipal,Grid,Poor (unpaved),620.0,12.9,Rural,106.8,11.7,0.279,0.014,-0.166,Unlikely,0.0,51.0,1.82,0.23,0.1943,Yes,42820,No,High flood risk,True,2024-02-18,7.0800246063104835,6.431331081933479,5.062590970268137,4.531206813903607,1.0367368849500225,0.2070141693843261,25.03438924325097,0.2595456990230467,-0.5760748876486936,-0.7647096737863871,-0.5307448590321737,0.6405437084098236,1.1072791091612202,0.4239769968256226,0.8740137645225019,2024,2,18,49,1,0,0,700.6,0,106.8,0,11.7,0,12.9,0,0.279,0,0.014,0,-0.166,0,111.0
F107312,Puttalam,Polagama South,5.910993,81.375612,10.0,95.9,Scrub,Silty,Tube-well,Grid,Poor (unpaved),476.0,28.1,Rural,61.6,75.7,0.196,0.206,-0.25,Unlikely,1.0,35.0,8.19,1.32,0.0,Yes,8882,No,Poor infrastructure,True,2024-07-09,6.3686977770591096,6.1675164908883415,4.725610648315576,5.055421076673212,2.2181159363675955,0.8415671856782186,5.216701388688891,0.1860379910772605,0.1460475087974106,-1.0932722699878596,0.2355088459892283,-0.0520039767644774,0.6021881073490557,0.5119739109332857,0.6660152477670612,2024,7,9,191,3,0,0,95.9,0,61.6,0,75.7,0,28.1,0,0.196,0,0.206,0,-0.25,0,10.0
F107314,Gampaha,Ihalamulla South,9.927025,81.761294,139.0,49.3,Wetland,Silty,Municipal,Grid,Good (paved),3948.1954573463313,65.6,Urban,170.2,20.2,0.189,-0.01,0.203,Likely,0.0,63.0,2.01,4.3,0.3725,Yes,3917,No,High flood risk,True,2025-03-07,6.285435087616232,8.281267155464763,5.399968120927103,4.618782821984338,1.1019400787607845,1.667706820558076,28.742752630045604,0.1797071473460921,-0.6611618742897375,0.6580429849889554,1.8552287796706768,0.9479757523133946,0.9496112084087482,0.7780009428753204,0.5263440864859547,2025,3,7,66,1,0,0,49.3,0,170.2,0,20.2,0,65.6,0,0.189,0,-0.01,0,0.203,0,139.0
F107316,Mannar,Kudapola North,6.1531,79.883462,118.0,31.3,Agriculture,Loamy,Municipal,Mixed,Good (paved),176.0,5.8,Rural,173.6,257.5,0.375,0.065,0.691,Likely,0.0,11.0,0.97,4.34,1.0,Yes,18864,No,High flood risk; Poor infrastructure,True,2025-02-17,6.251321344334158,5.176149732573829,5.415208262523506,5.825027867880024,0.6780335427498971,1.6752256529721037,25.994750906728136,0.3412472307062666,-0.3749364799738839,2.210744014535109,-0.9165865035350884,0.6645803783866842,0.9062006399806236,0.4636738134650279,0.6410674822846177,2025,2,17,48,1,0,0,31.3,0,173.6,0,257.5,0,5.8,0,0.375,0,0.065,0,0.691,0,118.0
F107317,Ratnapura,Welikanda South,9.858503,81.430528,9.0,1408.7,Agriculture,Peaty,Well,Grid,Fair,556.0,1.0,Rural,60.5,170.6,0.539,0.069,0.024,Unlikely,0.0,66.0,5.13,0.07,0.5756,Yes,3433,Yes,Other,True,2024-11-14,7.547553237599365,6.322565239927284,4.715810959285222,5.528518240185992,1.81319474994812,0.0676586484738148,4.842615538941847,0.4736077768553468,-0.3601717239541596,-0.0225841563808765,-5.199337582605575,-0.8933348189996969,0.6087289595969301,0.5678648666093876,0.4860926921197687,2024,11,14,319,4,0,0,1408.7,0,60.5,0,170.6,0,1.0,0,0.539,0,0.069,0,0.024,0,9.0
F107318,Kalutara,Polanuwara South,9.3888,79.758235,-66.85868249706738,1301.4,Forest,Loamy,Rainwater harvesting,Grid,Fair,376.0,50.4,Rural,30.1,75.3,0.068,0.532,-0.271,Unlikely,0.0,37.0,2.11,17.26,0.8354,No,1169,No,Poor infrastructure,True,2025-11-06,7.489299025352066,5.932245187448011,4.398138120894168,5.052867947423811,1.1346227261911428,2.9047128751668225,-278.51208391365645,0.0667254959612278,1.286141980037398,-1.164443705970982,1.2420605724635014,-0.8971271935247129,0.544331717556572,0.4127233214518256,0.6789752368404351,2025,11,6,310,4,0,0,1301.4,0,30.1,0,75.3,0,50.4,0,0.068,0,0.532,0,-0.271,1,0.0
F107319,Monaragala,Mahanuwara South,8.511995,81.055236,18.0,4695.8,Urban,Silty,Municipal,Missing,Good (paved),535.0,40.5,Urban,140.5,187.8,0.31,0.014,-0.059,Unlikely,0.0,40.0,1.18,20.57,0.6032,No,7918,No,Poor infrastructure,True,2023-12-14,8.553177471116312,6.284134161070802,5.2559283015087415,5.594601972045524,0.7793248768009976,3.071303460401065,7.812730522319282,0.2862998469502029,-0.5760748876486936,-0.3534865321372101,0.8337809991251108,-0.6063879725863326,0.6280358827084216,0.633636003929256,0.8307279708883908,2023,12,14,348,4,0,0,4695.8,0,140.5,0,187.8,0,40.5,0,0.31,0,0.014,0,-0.059,0,18.0
F107320,Polonnaruwa,Udunuwara South,8.153035,80.097487,141.0,1123.1,Forest,Loamy,Missing,Grid,Good (paved),719.0,39.5,Rural,135.7,345.4,0.354,-0.137,-0.339,Unlikely,0.0,59.0,1.54,15.3,0.1396,Yes,2482,No,Other,Missing,2024-12-15,7.3842985719313745,6.579251212010101,5.230570279920622,6.0557778186067095,0.9321640810304452,2.791165107812717,28.995154369827116,0.323660308276622,-1.131181019225609,-1.4319708910352655,0.785036049876892,-0.4427297219592611,0.5604441657065388,0.4341296521468852,0.6461346321291117,2024,12,15,350,4,0,0,1123.1,0,135.7,0,345.4,0,39.5,0,0.354,0,-0.137,0,-0.339,0,141.0
F107322,Kalutara,Ihalamedura North,7.89345,80.36372,71.0,2469.8,Scrub,Peaty,Municipal,Grid,Good (paved),855.0,35.9,Rural,124.0,230.6,0.505,-0.003,-0.411,Unlikely,0.0,71.0,6.01,3.73,0.6527,Yes,5703,No,High flood risk,True,2024-01-07,7.991997392959995,6.752270376141742,5.165924514599512,5.7422675678756105,1.9473377010464987,1.5539252025038417,18.970596793878556,0.4468544550497886,-0.6394618524871729,-1.7274655664796177,0.6180588649234717,-0.0208548004862834,1.161247086024233,0.4778859024017992,0.7216737105505315,2024,1,7,7,1,0,0,2469.8,0,124.0,0,230.6,0,35.9,0,0.505,0,-0.003,0,-0.411,0,71.0
F107324,Vavuniya,Kirimedura West,7.832682,81.10199,146.0,427.7,Plantation,Clay,Surface water,Off-grid (solar),Good (paved),10.0,45.3,Rural,28.1,343.5,0.566,0.232,0.186,Likely,0.0,49.0,7.81,7.26,0.3188,No,4404,No,High flood risk,True,2025-08-11,6.81903089059785,2.3978952727983707,4.373230033846488,6.051313741245737,2.175887439948088,2.1114245875328868,29.619735803693143,0.4946136832669437,0.2406713963561502,0.5909490574270496,1.0400895498007985,-0.5028134104572135,3.005179058977437,0.4322451785575709,0.5689404424424536,2025,8,11,223,3,0,0,427.7,0,28.1,0,343.5,0,45.3,0,0.566,0,0.232,0,0.186,0,146.0
F107325,Polonnaruwa,Mahapola,8.392797,81.022077,108.0,2253.9,Agriculture,Peaty,Tube-well,Grid,Good (paved),238.0,22.2,Rural,15.6,155.4,0.102,-0.433,-0.014,Unlikely,0.0,60.0,13.48,2.85,0.3601,No,3405,No,Other,True,2025-01-31,7.916186718783649,5.476463551931511,4.201693470996562,5.466246560787195,2.6727683869575705,1.3480731482996928,24.615146647249357,0.0991799326447864,-2.269617877883457,-0.1689119927864557,-0.0577422314598629,0.2125555923265111,0.9714084422112116,0.4415587115993067,0.7938021729032628,2025,1,31,31,1,0,0,2253.9,0,15.6,0,155.4,0,22.2,0,0.102,0,-0.433,0,-0.014,0,108.0
F107326,Galle,Galawatta East,7.731714,80.476194,20.0,3043.5,Agriculture,Clay,Municipal,Off-grid (solar),Good (paved),1828.0,12.5,Urban,30.9,165.7,0.244,-0.277,0.116,Likely,0.0,42.0,4.75,2.42,1.0,No,5282,No,Poor infrastructure,True,2025-05-22,8.169307437817501,7.511524648390866,4.407930197736086,5.508864195149178,1.749199854809259,1.229640551074514,8.3841619697458,0.228890702679546,-1.6700112421258846,0.3202896758570819,-0.5525368703489748,0.9125218823348784,0.6020397121947153,0.6430524141483237,0.6750921813127114,2025,5,22,142,2,0,0,3043.5,0,30.9,0,165.7,0,12.5,0,0.244,0,-0.277,0,0.116,0,20.0
F107332,Jaffna,Welikumbura,6.151689,81.732398,157.0,4421.4,Urban,Sandy,Municipal,Grid,Fair,957.0,27.9,Urban,157.4,130.6,0.508,0.277,0.035,Unlikely,0.0,48.0,0.28,5.63,0.3761,No,16408,No,Other,True,2023-12-11,8.498784333451924,6.86484777797086,5.340415465310782,5.355503476285953,0.2468600779315258,1.891604804197771,30.963325220129377,0.4492288294664948,0.3938474176356658,0.0250940075263083,0.226489376607492,-0.3077543597845977,0.7261147661686741,0.7142229513296369,0.7607874138326937,2023,12,11,345,4,0,0,4421.4,0,157.4,0,130.6,0,27.9,0,0.508,0,0.277,0,0.035,0,157.0
F107334,Mannar,Polavila North,6.541461,81.809679,79.0,19.6,Scrub,Clay,Rainwater harvesting,Grid,Fair,817.0,13.1,Rural,159.8,353.1,0.851,0.056,0.054,Unlikely,0.0,45.0,5.46,0.16,0.6416,Yes,21783,No,High flood risk; Poor infrastructure,True,2024-04-14,6.228506566482615,6.706862336602747,5.351855091222192,6.073667775276742,1.8656293177945105,0.1484200051182732,20.278373077785027,0.7047675567541097,-0.4060788237506921,0.0942319252397101,-0.5192253494916858,0.970580452609926,0.6946149573824446,0.4586669241922406,0.7305355454537201,2024,4,14,105,2,0,0,19.6,0,159.8,0,353.1,0,13.1,0,0.851,0,0.056,0,0.054,0,79.0
F107335,Kilinochchi,Polamulla East,9.354768,80.632184,56.0,522.8,Agriculture,Silty,Well,Grid,Fair,649.0,45.0,Rural,7.4,129.5,0.253,-0.199,0.244,Likely,0.0,58.0,18.81,0.65,0.513,Yes,3212,No,Other,True,2024-11-02,6.917901383136746,6.476972362889683,4.0707237423490605,5.350295638426913,2.9861868607104594,0.5007752879124893,16.34152774124344,0.2368199439179625,-1.3716572255726536,0.802225683044881,1.0272467187906675,-0.8944306503319664,0.6043424387775032,0.4290442625570016,0.6511025150543848,2024,11,2,307,4,0,0,522.8,0,7.4,0,129.5,0,45.0,0,0.253,0,-0.199,0,0.244,0,56.0
F107336,Ampara,Udugama,9.682113,81.238654,13.0,450.1,Agriculture,Silty,Rainwater harvesting,Grid,Fair,775.0,44.0,Rural,75.1,345.0,0.561,0.309,-0.06,Unlikely,3.0,51.0,0.04,8.49,0.5516,Yes,11338,No,High flood risk,True,2024-03-21,6.843214358258697,6.654152520183219,4.838654946884376,6.054839667485208,0.0392207131532812,2.2502386126218363,6.261290400045507,0.490739386240796,0.4978090754858332,-0.3574957320533234,0.9815403910462732,0.797544762506777,0.795327405825324,0.5631878948282939,0.674356811154923,2024,3,21,81,1,0,0,450.1,0,75.1,0,345.0,0,44.0,0,0.561,0,0.309,0,-0.06,0,13.0
